shipment_id,pharma_class_id,product_name,weight_kg,origin_id,destination_id,distance_km,primary_transport_mode,transit_duration_hours,num_handovers,max_ambient_temp_c_expected,min_ambient_temp_c_expected,season,geopolitical_risk_score,carrier_reliability_score,packaging_type_used,packaging_autonomy_hours,temperature_excursion
SHP-00594,cool,Insulin Glargine,2000.0,sao_paulo_gru,memphis,7955.9,rail,114.9,2,19.3,11.5,Autumn,6.93,0.659,active,191.1,1
SHP-00595,crt,Lisinopril 10mg,53.0,schiphol,houston,8067.2,sea,383.5,2,16.5,8.2,Winter,3.11,0.923,active,182.8,0
SHP-00596,crt,Omeprazole 20mg,83.0,new_york,tokyo_narita,10812.5,sea,524.9,1,25.8,19.1,Summer,0.95,0.806,active,159.4,0
SHP-00597,crt,Omeprazole 20mg,250.2,marseille,hamburg,1184.4,road,18.0,1,2.7,-4.4,Winter,0.92,0.824,passive,53.0,0
SHP-00598,crt,Omeprazole 20mg,16.8,schiphol,dubai_airport,5168.4,rail,69.1,1,24.3,16.7,Spring,2.96,0.89,none,0.0,0
SHP-00599,cool,Influenza Vaccine,108.4,shanghai,le_havre,9424.7,sea,409.0,2,15.8,7.9,Spring,4.65,0.72,active,156.2,0
SHP-00600,cool,Adalimumab (Humira),36.7,houston,rotterdam,8040.7,sea,375.2,2,13.3,4.8,Autumn,5.07,0.891,active,130.1,0
SHP-00601,crt,Atorvastatin 20mg,1391.4,shanghai,marseille,9595.9,sea,411.9,2,21.4,12.3,Spring,5.67,0.733,active,202.1,0
SHP-00602,cool,Insulin Glargine,41.1,dubai_airport,hong_kong,5939.3,rail,70.0,2,31.5,23.6,Spring,2.02,0.828,passive,82.8,0
SHP-00603,cool,Bevacizumab (Avastin),423.4,rotterdam,bangkok,9263.6,rail,127.2,2,36.7,28.9,Summer,5.41,0.792,active,148.2,0
SHP-00604,crt,Lisinopril 10mg,197.1,los_angeles,doha_port,13392.5,sea,575.5,2,25.2,16.1,Autumn,3.77,0.792,active,232.3,0
SHP-00605,crt,Metformin 850mg,534.2,rotterdam,dubai_airport,5205.5,sea,288.6,2,29.0,18.0,Summer,4.67,0.896,active,163.3,0
SHP-00606,crt,Atorvastatin 20mg,25.3,kaohsiung,antwerp,9704.3,sea,430.5,3,7.6,-0.7,Autumn,2.49,0.861,active,186.5,0
SHP-00607,cool,Insulin Glargine,10.0,hong_kong,antwerp,9358.9,rail,107.5,2,12.0,3.6,Spring,4.48,0.825,active,143.9,0
SHP-00608,crt,Metformin 850mg,283.3,shanghai,antwerp,9061.4,sea,418.0,3,22.4,16.2,Summer,4.53,0.768,active,237.6,0
SHP-00609,cool,Hepatitis B Vaccine,2000.0,dubai_port,rotterdam,5207.7,sea,248.3,1,14.5,4.9,Autumn,3.42,0.883,active,138.2,0
SHP-00610,crt,Omeprazole 20mg,385.1,houston,hong_kong,13427.3,sea,614.5,2,26.0,14.8,Winter,2.83,0.83,active,226.9,0
SHP-00611,ultracold,Gene Therapy AAV-9,248.3,dubai_port,brussels,5156.4,sea,266.6,2,19.0,7.8,Spring,3.58,0.849,active,145.7,1
SHP-00612,crt,Amoxicillin 500mg,49.0,antwerp,dubai_port,5166.2,sea,213.2,1,26.7,20.3,Autumn,5.91,0.882,active,170.4,0
SHP-00613,crt,Omeprazole 20mg,463.2,port_klang,bangkok,1191.0,road,18.8,0,32.7,22.1,Autumn,4.13,0.836,passive,62.7,0
SHP-00614,cool,Insulin Glargine,270.2,dubai_airport,schiphol,5168.4,sea,251.0,3,3.8,-3.2,Winter,0.67,0.958,active,154.9,0
SHP-00615,cool,Adalimumab (Humira),187.6,singapore,marseille,10630.6,rail,155.2,1,7.2,-3.4,Autumn,4.11,0.963,active,143.4,0
SHP-00616,crt,Lisinopril 10mg,104.6,tokyo_narita,hong_kong,2943.1,rail,51.5,2,31.8,21.5,Summer,2.62,0.893,active,187.6,0
SHP-00617,cool,Adalimumab (Humira),179.2,port_klang,mumbai,3557.7,sea,146.2,1,27.9,19.0,Spring,1.42,0.755,active,199.3,1
SHP-00618,cool,Hepatitis B Vaccine,441.8,doha_port,memphis,12204.9,sea,531.8,2,29.0,17.5,Summer,2.58,0.871,active,151.4,0
SHP-00619,crt,Omeprazole 20mg,260.3,tokyo_narita,rotterdam,9379.0,sea,430.6,1,8.7,-0.4,Autumn,3.55,0.883,active,219.3,0
SHP-00620,cool,Trastuzumab (Herceptin),172.5,new_york,los_angeles,3938.8,sea,214.4,3,23.1,12.0,Autumn,4.61,0.871,active,128.2,1
SHP-00621,frozen,Varicella Vaccine,126.7,madrid,hamburg,1780.7,rail,26.9,2,25.3,14.5,Summer,3.78,0.802,passive,51.3,0
SHP-00622,crt,Metformin 850mg,35.4,brussels,port_klang,10236.4,sea,490.2,3,30.7,21.3,Spring,2.34,0.905,active,196.9,0
SHP-00623,crt,Amoxicillin 500mg,2000.0,bangkok,houston,14890.7,sea,654.4,2,17.8,7.7,Autumn,7.38,0.778,active,209.2,0
SHP-00624,crt,Ibuprofen 400mg,2000.0,busan,mumbai,5759.3,sea,293.8,2,31.4,24.4,Autumn,5.63,0.664,active,192.8,0
SHP-00625,cool,Insulin Glargine,37.2,dubai_port,tokyo_narita,8021.2,rail,106.2,1,13.4,6.6,Winter,3.74,0.903,active,172.8,0
SHP-00626,crt,Omeprazole 20mg,1444.7,brussels,dubai_port,5156.4,sea,238.3,1,25.4,19.2,Spring,1.03,0.9,active,201.7,0
SHP-00627,cool,Insulin Glargine,168.5,dubai_port,antwerp,5166.2,sea,232.2,1,24.1,13.8,Summer,4.95,0.917,active,120.0,1
SHP-00628,cool,Hepatitis B Vaccine,258.5,jfk_airport,busan,11275.9,sea,529.5,2,18.2,11.3,Autumn,4.92,0.728,active,190.1,0
SHP-00629,frozen,Plasma-Derived Factor VIII,742.0,hamburg,tokyo_narita,9003.2,sea,417.4,1,24.0,12.4,Autumn,1.28,0.887,active,121.9,1
SHP-00630,crt,Lisinopril 10mg,115.7,houston,doha_port,12974.0,sea,625.2,3,26.5,19.8,Summer,2.98,0.862,active,165.5,0
SHP-00631,crt,Amoxicillin 500mg,81.2,antwerp,hamburg,447.0,road,15.4,1,3.5,-6.6,Winter,3.11,0.972,passive,59.8,1
SHP-00632,cool,Influenza Vaccine,55.2,jfk_airport,singapore,15349.1,sea,642.5,3,30.3,19.8,Winter,1.64,0.846,active,181.8,0
SHP-00633,cool,Insulin Glargine,211.8,new_york,rotterdam,5838.8,sea,256.3,2,2.1,-5.7,Winter,5.63,0.904,active,150.5,0
SHP-00634,crt,Amoxicillin 500mg,1818.3,sydney,houston,13831.1,sea,604.2,2,25.3,14.2,Spring,2.87,0.915,active,222.7,0
SHP-00635,cool,Insulin Glargine,1231.6,doha_airport,busan,7340.4,rail,85.3,2,29.1,19.3,Autumn,3.55,0.832,active,127.1,0
SHP-00636,cool,Bevacizumab (Avastin),29.0,los_angeles,marseille,9680.4,sea,434.8,2,2.5,-5.6,Winter,3.27,0.839,active,176.7,0
SHP-00637,cool,Insulin Glargine,2000.0,tokyo_narita,los_angeles_lax,8753.8,sea,413.8,2,23.9,15.3,Spring,1.36,0.923,active,147.0,1
SHP-00638,crt,Amoxicillin 500mg,499.5,cologne_airport,mumbai,6697.3,sea,304.6,2,37.6,28.3,Summer,4.83,0.743,active,149.6,1
SHP-00639,frozen,Plasma-Derived Factor VIII,239.8,shanghai,hong_kong,1213.8,road,26.2,1,31.9,24.7,Summer,4.53,0.796,passive,68.5,1
SHP-00640,cool,Adalimumab (Humira),279.8,schiphol,mumbai,6876.6,sea,299.2,3,34.5,25.2,Summer,7.8,0.751,active,124.5,1
SHP-00641,crt,Aspirin 500mg,63.0,dubai_airport,hong_kong,5939.3,rail,88.7,2,30.6,20.7,Spring,3.17,0.83,active,199.7,0
SHP-00642,crt,Amoxicillin 500mg,85.6,antwerp,busan,8995.2,sea,442.2,3,22.6,16.5,Autumn,2.47,0.846,active,149.2,0
SHP-00643,crt,Ibuprofen 400mg,13.9,kaohsiung,los_angeles_lax,11181.4,sea,493.3,1,16.5,5.9,Spring,3.79,0.83,active,144.8,0
SHP-00644,frozen,Oncology Prep KX-7,927.4,los_angeles_lax,madrid,9382.0,sea,459.3,2,14.6,7.5,Spring,3.11,0.797,active,143.8,1
SHP-00645,cool,Adalimumab (Humira),80.7,busan,hong_kong,2027.1,rail,31.6,2,31.7,24.9,Autumn,4.59,0.817,passive,69.3,0
SHP-00646,cool,Hepatitis B Vaccine,765.4,jfk_airport,lyon,6134.5,sea,288.4,1,3.5,-7.4,Winter,5.1,0.881,active,148.8,0
SHP-00647,crt,Lisinopril 10mg,291.8,shanghai,dubai_airport,6485.4,rail,77.7,1,28.5,20.2,Autumn,6.65,0.841,active,159.4,0
SHP-00648,crt,Ibuprofen 400mg,40.1,frankfurt_airport,hamburg,400.1,road,11.1,1,13.1,5.0,Spring,1.5,0.965,passive,59.1,0
SHP-00649,crt,Ibuprofen 400mg,800.9,busan,mumbai,5759.3,sea,279.2,2,35.2,28.1,Summer,4.52,0.727,active,236.0,0
SHP-00650,crt,Amoxicillin 500mg,394.2,busan,port_klang,4572.9,sea,266.4,1,32.2,22.5,Summer,1.57,0.829,active,151.2,0
SHP-00651,ultracold,mRNA Influenza Vaccine NG,29.1,frankfurt_airport,hong_kong,9164.4,sea,397.3,1,29.4,19.8,Spring,5.48,0.922,active,128.6,0
SHP-00652,crt,Atorvastatin 20mg,1442.1,shanghai,le_havre,9424.7,sea,393.7,2,14.9,8.2,Autumn,4.94,0.85,active,223.4,0
SHP-00653,cool,Insulin Glargine,162.3,los_angeles_lax,houston,2230.4,rail,36.1,2,27.8,17.8,Spring,4.27,0.88,passive,59.8,0
SHP-00654,crt,Ibuprofen 400mg,31.9,port_klang,los_angeles,14195.4,sea,603.2,2,16.9,7.6,Spring,1.66,0.802,active,178.1,0
SHP-00655,crt,Omeprazole 20mg,1192.5,cologne_airport,los_angeles,9198.1,sea,396.9,2,22.7,16.3,Autumn,2.57,0.935,active,219.6,0
SHP-00656,cool,Insulin Glargine,639.2,tokyo_narita,cologne_airport,9353.4,sea,438.2,3,6.4,-0.5,Autumn,3.03,0.913,active,142.3,0
SHP-00657,cool,Influenza Vaccine,187.5,hong_kong,shanghai,1213.8,road,25.2,0,22.4,14.1,Spring,5.73,0.738,passive,50.5,0
SHP-00658,crt,Omeprazole 20mg,1886.6,busan,tokyo_narita,1030.5,road,18.2,1,14.6,4.6,Winter,1.57,0.868,passive,62.2,0
SHP-00659,cool,Hepatitis B Vaccine,2000.0,doha_port,busan,7355.6,sea,353.7,3,22.3,10.9,Autumn,2.51,0.774,active,189.6,0
SHP-00660,crt,Aspirin 500mg,229.1,dubai_airport,tokyo_narita,7979.2,rail,91.4,1,17.5,8.0,Autumn,1.82,0.767,active,192.8,0
SHP-00661,frozen,Zoster Vaccine (Shingrix),20.4,antwerp,doha_airport,4912.0,sea,207.8,1,21.2,13.5,Autumn,3.97,0.812,active,145.5,0
SHP-00662,cool,Influenza Vaccine,96.9,dubai_port,new_york,11028.4,sea,496.2,1,27.0,16.2,Summer,2.11,0.819,active,120.2,0
SHP-00663,crt,Atorvastatin 20mg,217.9,marseille,cologne_airport,846.0,road,13.2,1,6.4,-2.6,Winter,0.95,0.836,passive,52.1,0
SHP-00664,cool,Trastuzumab (Herceptin),125.4,schiphol,marseille,989.4,road,15.2,1,27.5,20.8,Summer,4.29,0.795,passive,68.2,0
SHP-00665,cool,Influenza Vaccine,2000.0,dubai_airport,kaohsiung,6543.2,rail,78.7,2,35.9,25.9,Summer,4.39,0.85,active,187.3,0
SHP-00666,crt,Paracetamol 1g,31.7,brussels,schiphol,164.9,road,4.6,0,2.5,-9.1,Winter,0.0,0.949,passive,66.3,1
SHP-00667,crt,Metformin 850mg,1293.0,jfk_airport,brussels,5878.8,sea,296.7,3,2.1,-7.1,Winter,0.18,0.956,active,181.7,0
SHP-00668,crt,Lisinopril 10mg,110.3,antwerp,hamburg,447.0,road,13.5,1,3.6,-6.7,Winter,0.66,0.878,passive,53.7,0
SHP-00669,crt,Lisinopril 10mg,217.3,kaohsiung,dubai_port,6579.7,sea,327.5,2,23.2,17.1,Spring,4.74,0.779,active,147.1,0
SHP-00670,cool,Bevacizumab (Avastin),1605.2,busan,hong_kong,2027.1,sea,132.1,1,31.9,19.9,Autumn,5.69,0.746,active,149.2,0
SHP-00671,crt,Aspirin 500mg,1227.1,sydney,le_havre,17086.5,sea,751.2,3,12.6,4.2,Autumn,2.8,0.928,active,219.8,1
SHP-00672,cool,Trastuzumab (Herceptin),60.9,bangkok,doha_airport,5279.9,rail,58.0,1,16.7,7.8,Winter,4.83,0.766,passive,81.3,0
SHP-00673,crt,Amoxicillin 500mg,1686.8,dubai_port,kaohsiung,6579.7,sea,278.3,3,36.4,25.8,Summer,4.49,0.794,active,199.7,0
SHP-00674,cool,Influenza Vaccine,52.2,singapore,dubai_port,5854.8,sea,262.5,3,30.0,19.2,Summer,3.98,0.841,active,177.4,0
SHP-00675,cool,Influenza Vaccine,149.8,los_angeles,new_york,3938.8,sea,207.2,2,4.3,-6.9,Winter,1.69,0.967,active,157.9,0
SHP-00676,cool,Insulin Glargine,139.2,antwerp,frankfurt_airport,326.0,road,9.7,1,24.1,17.2,Summer,3.94,0.957,passive,55.3,0
SHP-00677,cool,Bevacizumab (Avastin),40.5,mumbai,dubai_port,1961.1,sea,110.8,2,25.5,15.4,Autumn,6.04,0.747,active,195.1,0
SHP-00678,frozen,Varicella Vaccine,82.6,busan,dubai_port,7051.3,sea,325.0,2,18.8,8.0,Autumn,4.17,0.766,active,177.9,0
SHP-00679,crt,Paracetamol 1g,1256.3,dubai_airport,dubai_port,43.0,road,11.3,1,13.7,4.3,Winter,2.61,0.886,passive,66.0,0
SHP-00680,frozen,Varicella Vaccine,44.4,los_angeles,jfk_airport,3971.9,rail,57.7,2,5.7,-4.0,Spring,0.17,0.901,passive,112.0,0
SHP-00681,frozen,Zoster Vaccine (Shingrix),18.9,dubai_port,shanghai,6525.2,sea,304.0,2,16.0,7.2,Winter,4.72,0.788,active,188.6,0
SHP-00682,cool,Bevacizumab (Avastin),561.2,los_angeles,frankfurt_airport,9333.9,sea,411.6,2,9.7,3.5,Autumn,2.39,0.953,active,180.8,1
SHP-00683,cool,Influenza Vaccine,484.0,tokyo_narita,rotterdam,9379.0,sea,458.6,1,16.9,5.1,Spring,3.67,0.95,active,194.9,0
SHP-00684,crt,Omeprazole 20mg,203.0,brussels,tokyo_narita,9468.4,sea,387.5,2,15.6,4.4,Winter,0.39,0.931,active,145.1,0
SHP-00685,cool,Influenza Vaccine,224.5,mumbai,schiphol,6876.6,rail,90.6,1,28.0,19.6,Summer,2.17,0.841,active,155.8,1
SHP-00686,cool,Adalimumab (Humira),115.2,le_havre,dubai_airport,5422.1,sea,285.3,1,29.5,18.1,Summer,4.33,0.828,active,161.9,0
SHP-00687,crt,Lisinopril 10mg,40.0,sao_paulo_gru,antwerp,9680.1,sea,466.5,3,23.0,13.4,Summer,5.05,0.782,active,216.7,0
SHP-00688,crt,Omeprazole 20mg,125.0,sydney,doha_airport,12375.0,sea,511.2,1,14.4,4.7,Winter,0.91,0.721,active,164.3,0
SHP-00689,crt,Paracetamol 1g,278.9,tokyo_narita,shanghai,1794.1,rail,24.2,1,28.9,22.8,Summer,2.94,0.815,passive,64.1,0
SHP-00690,crt,Aspirin 500mg,48.2,schiphol,houston,8067.2,sea,362.2,3,27.6,20.4,Summer,5.42,0.883,active,155.8,0
SHP-00691,crt,Paracetamol 1g,247.6,bangkok,dubai_port,4931.1,rail,63.8,2,29.0,17.5,Summer,6.97,0.693,active,218.9,0
SHP-00692,crt,Atorvastatin 20mg,149.7,frankfurt_airport,busan,8892.0,sea,407.2,1,13.6,6.8,Winter,0.04,0.928,active,223.5,0
SHP-00693,frozen,Zoster Vaccine (Shingrix),10.0,le_havre,singapore,10884.6,sea,408.1,2,30.3,22.9,Spring,0.0,0.838,active,188.8,1
SHP-00694,crt,Ibuprofen 400mg,124.3,singapore,dubai_port,5854.8,sea,251.4,1,29.5,22.6,Summer,4.61,0.806,active,146.1,0
SHP-00695,frozen,Varicella Vaccine,733.7,schiphol,doha_port,4942.0,sea,228.4,3,16.0,6.9,Winter,2.7,0.805,active,145.7,1
SHP-00696,cool,Influenza Vaccine,203.0,busan,tokyo_narita,1030.5,road,23.2,0,29.9,18.6,Summer,3.46,0.796,passive,64.9,0
SHP-00697,cool,Adalimumab (Humira),414.6,doha_airport,schiphol,4922.9,rail,82.0,1,4.2,-3.0,Winter,3.64,0.764,active,146.4,1
SHP-00698,crt,Ibuprofen 400mg,52.3,shanghai,singapore,3789.4,sea,198.4,1,28.4,19.4,Autumn,3.77,0.842,active,193.0,0
SHP-00699,cool,Bevacizumab (Avastin),248.1,sydney,antwerp,16725.5,sea,691.8,1,4.9,-3.5,Winter,1.56,0.99,active,189.9,0
SHP-00700,cool,Bevacizumab (Avastin),443.4,doha_port,hamburg,4677.0,sea,188.8,1,19.8,8.9,Autumn,2.76,0.916,active,177.5,0
SHP-00701,crt,Paracetamol 1g,667.4,mumbai,jfk_airport,12549.7,sea,526.9,2,11.1,2.9,Autumn,4.17,0.712,active,203.4,0
SHP-00702,cool,Influenza Vaccine,507.0,hong_kong,jfk_airport,12964.5,sea,574.5,3,12.2,4.7,Spring,4.23,0.88,active,142.3,0
SHP-00703,crt,Amoxicillin 500mg,1490.7,los_angeles,sao_paulo_gru,9896.5,rail,131.9,2,34.3,22.5,Summer,6.15,0.689,active,195.1,0
SHP-00704,crt,Ibuprofen 400mg,557.4,singapore,los_angeles_lax,14121.7,sea,604.6,3,19.8,10.9,Autumn,1.8,0.909,active,199.7,0
SHP-00705,crt,Ibuprofen 400mg,199.1,marseille,sao_paulo_gru,9094.4,sea,394.4,2,28.1,21.3,Spring,6.83,0.714,active,185.7,0
SHP-00706,cool,Hepatitis B Vaccine,557.9,frankfurt_airport,madrid,1434.1,road,25.1,1,21.4,11.7,Summer,1.52,0.91,passive,51.8,0
SHP-00707,frozen,Plasma-Derived Factor VIII,27.3,doha_airport,memphis,12183.6,sea,524.0,2,16.8,10.0,Winter,3.58,0.873,active,134.6,1
SHP-00708,cool,Bevacizumab (Avastin),229.7,new_york,los_angeles_lax,3941.2,rail,55.1,1,16.5,5.3,Spring,3.79,0.886,passive,75.7,1
SHP-00709,cool,Adalimumab (Humira),98.5,schiphol,tokyo_narita,9318.4,sea,410.1,1,30.3,21.8,Summer,0.0,0.963,active,197.5,0
SHP-00710,cool,Adalimumab (Humira),287.1,mumbai,marseille,6818.9,sea,303.7,1,2.5,-8.5,Winter,5.28,0.695,active,153.5,0
SHP-00711,crt,Lisinopril 10mg,104.7,busan,los_angeles,9645.0,sea,418.0,1,20.6,10.1,Spring,2.44,0.912,active,172.5,0
SHP-00712,frozen,Varicella Vaccine,45.6,hong_kong,madrid,10532.4,sea,521.8,3,16.0,5.4,Spring,2.43,0.886,active,151.5,1
SHP-00713,crt,Metformin 850mg,396.5,antwerp,dubai_airport,5164.6,sea,246.2,2,16.2,8.6,Winter,3.88,0.815,active,160.1,0
SHP-00714,frozen,Zoster Vaccine (Shingrix),766.6,marseille,hong_kong,9753.5,sea,438.7,1,34.9,25.1,Summer,3.06,0.864,active,136.7,1
SHP-00715,crt,Amoxicillin 500mg,2000.0,rotterdam,busan,8960.1,sea,426.5,1,28.4,20.9,Summer,0.79,0.913,active,167.7,0
SHP-00716,crt,Metformin 850mg,65.7,tokyo_narita,los_angeles,8777.2,sea,417.1,2,30.9,23.6,Summer,3.19,0.893,active,150.0,0
SHP-00717,crt,Amoxicillin 500mg,114.3,tokyo_narita,port_klang,5418.6,rail,68.9,2,28.5,20.5,Winter,6.0,0.781,active,191.4,0
SHP-00718,frozen,Frozen Biologic RX-8,284.4,dubai_airport,sydney,12043.9,air,42.0,1,28.7,18.4,Summer,5.14,0.926,passive,57.6,0
SHP-00719,crt,Paracetamol 1g,142.9,antwerp,doha_airport,4912.0,sea,254.9,1,22.6,14.8,Spring,5.21,0.786,active,203.8,0
SHP-00720,crt,Omeprazole 20mg,576.8,los_angeles,tokyo_narita,8777.2,sea,370.6,3,15.1,7.1,Winter,1.98,0.892,active,239.7,0
SHP-00721,crt,Aspirin 500mg,31.2,doha_port,dubai_airport,381.4,road,11.5,1,15.7,7.5,Winter,3.72,0.841,passive,57.8,1
SHP-00722,crt,Amoxicillin 500mg,199.3,cologne_airport,houston,8286.7,sea,377.5,2,32.0,22.1,Summer,4.54,0.871,active,176.1,0
SHP-00723,crt,Aspirin 500mg,34.9,busan,frankfurt_airport,8892.0,sea,419.4,3,4.0,-4.5,Winter,4.6,0.798,active,229.5,0
SHP-00724,cool,Hepatitis B Vaccine,218.7,doha_port,houston,12974.0,sea,528.5,2,25.7,19.0,Autumn,3.5,0.831,active,151.8,0
SHP-00725,cool,Insulin Glargine,552.5,cologne_airport,tokyo_narita,9353.4,sea,388.2,1,23.9,12.4,Autumn,2.93,0.959,active,133.4,0
SHP-00726,crt,Ibuprofen 400mg,579.0,rotterdam,houston,8040.7,sea,368.7,3,26.4,18.1,Autumn,4.25,0.884,active,195.7,0
SHP-00727,cool,Insulin Glargine,76.8,port_klang,los_angeles,14195.4,sea,660.1,3,26.2,16.3,Autumn,2.69,0.814,active,153.1,0
SHP-00728,crt,Lisinopril 10mg,56.1,antwerp,los_angeles_lax,9016.4,sea,393.9,3,22.9,13.3,Spring,2.64,0.878,active,165.7,1
SHP-00729,crt,Paracetamol 1g,61.6,los_angeles,rotterdam,8961.9,sea,410.3,3,3.9,-2.9,Winter,2.23,0.86,active,223.9,0
SHP-00730,cool,Bevacizumab (Avastin),207.5,madrid,doha_port,5354.2,sea,270.1,2,30.1,22.7,Summer,1.82,0.9,active,175.5,0
SHP-00731,cool,Trastuzumab (Herceptin),410.4,tokyo_narita,sydney,7832.2,air,27.5,2,18.5,7.3,Spring,3.75,0.875,passive,51.5,0
SHP-00732,crt,Atorvastatin 20mg,2000.0,dubai_port,busan,7051.3,sea,316.2,3,28.4,19.9,Summer,3.45,0.917,active,206.5,0
SHP-00733,crt,Paracetamol 1g,965.2,madrid,tokyo_narita,10783.1,rail,134.0,1,12.7,6.0,Winter,2.0,0.853,active,218.1,0
SHP-00734,cool,Adalimumab (Humira),78.6,frankfurt_airport,doha_airport,4588.3,sea,211.4,3,17.4,10.0,Autumn,3.85,0.907,active,147.1,1
SHP-00735,cool,Adalimumab (Humira),2000.0,frankfurt_airport,kaohsiung,9532.1,sea,403.1,3,34.7,25.1,Autumn,2.73,0.849,active,133.3,0
SHP-00736,cool,Bevacizumab (Avastin),26.0,le_havre,jfk_airport,5649.2,sea,301.3,2,27.4,17.2,Summer,2.78,0.864,active,159.5,0
SHP-00737,crt,Atorvastatin 20mg,118.1,new_york,bangkok,13948.1,sea,554.3,1,33.6,27.0,Autumn,6.61,0.772,active,148.2,0
SHP-00738,frozen,Oncology Prep KX-7,72.9,busan,memphis,11227.7,sea,548.7,3,27.4,15.8,Spring,3.31,0.86,active,150.0,1
SHP-00739,crt,Ibuprofen 400mg,10.0,dubai_port,port_klang,5516.6,sea,274.7,2,29.0,20.2,Winter,4.01,0.782,active,185.5,0
SHP-00740,crt,Metformin 850mg,233.3,mumbai,dubai_airport,1940.3,rail,33.7,2,14.7,6.0,Winter,6.34,0.674,passive,70.4,0
SHP-00741,cool,Bevacizumab (Avastin),108.7,singapore,cologne_airport,10366.4,sea,479.9,1,5.5,-4.9,Winter,0.9,0.873,active,175.3,1
SHP-00742,crt,Paracetamol 1g,63.2,tokyo_narita,dubai_airport,7979.2,rail,103.3,1,23.7,15.2,Spring,5.92,0.745,none,0.0,0
SHP-00743,crt,Omeprazole 20mg,454.5,singapore,new_york,15348.0,sea,637.4,3,2.3,-6.9,Winter,1.71,0.99,active,237.2,0
SHP-00744,crt,Ibuprofen 400mg,130.0,dubai_airport,houston,13146.0,sea,562.7,1,20.2,9.5,Spring,2.69,0.804,active,230.8,0
SHP-00745,crt,Omeprazole 20mg,430.1,antwerp,schiphol,113.0,road,4.2,0,1.9,-9.8,Winter,0.78,0.973,passive,69.7,1
SHP-00746,crt,Paracetamol 1g,2000.0,hamburg,houston,8306.9,sea,365.5,1,17.5,6.5,Autumn,0.77,0.837,active,215.4,1
SHP-00747,frozen,Frozen Biologic RX-8,1131.5,frankfurt_airport,marseille,787.9,road,20.7,1,25.7,17.4,Summer,3.79,0.922,passive,58.8,1
SHP-00748,crt,Amoxicillin 500mg,1353.6,los_angeles_lax,dubai_port,13426.6,sea,560.2,1,20.5,14.3,Autumn,2.47,0.927,active,203.0,0
SHP-00749,cool,Adalimumab (Humira),250.3,jfk_airport,los_angeles_lax,3974.3,rail,56.6,1,31.4,21.9,Summer,2.64,0.931,passive,86.2,0
SHP-00750,frozen,Zoster Vaccine (Shingrix),271.1,kaohsiung,hong_kong,637.3,road,14.0,1,32.3,24.8,Autumn,4.13,0.866,passive,57.5,1
SHP-00751,crt,Atorvastatin 20mg,289.7,kaohsiung,rotterdam,9685.1,sea,413.8,3,7.9,-1.0,Spring,2.29,0.832,active,153.0,0
SHP-00752,cool,Trastuzumab (Herceptin),184.5,dubai_airport,port_klang,5497.1,rail,73.6,1,34.5,26.6,Summer,4.53,0.898,active,133.5,1
SHP-00753,crt,Metformin 850mg,33.8,bangkok,new_york,13948.1,sea,621.4,1,3.8,-6.5,Winter,4.04,0.77,active,226.7,0
SHP-00754,crt,Atorvastatin 20mg,11.9,lyon,cologne_airport,592.3,road,13.8,0,19.7,13.4,Spring,3.09,0.895,passive,57.8,0
SHP-00755,crt,Aspirin 500mg,172.6,rotterdam,marseille,951.6,road,18.8,0,21.6,13.0,Summer,4.33,0.871,passive,50.5,0
SHP-00756,crt,Ibuprofen 400mg,311.4,shanghai,port_klang,3768.0,sea,192.2,1,31.0,22.8,Spring,5.7,0.755,active,219.8,0
SHP-00757,frozen,Oncology Prep KX-7,119.7,tokyo_narita,busan,1030.5,road,15.5,1,14.6,6.2,Winter,5.15,0.795,passive,48.8,1
SHP-00758,crt,Ibuprofen 400mg,53.5,jfk_airport,los_angeles_lax,3974.3,rail,64.8,2,19.8,10.4,Autumn,0.75,0.865,active,230.4,0
SHP-00759,cool,Influenza Vaccine,514.6,cologne_airport,hamburg,351.7,road,4.8,0,4.1,-2.0,Winter,2.42,0.968,passive,51.9,0
SHP-00760,crt,Metformin 850mg,1120.3,los_angeles_lax,rotterdam,8949.6,sea,373.6,1,12.8,1.8,Spring,0.77,0.853,active,195.3,0
SHP-00761,crt,Atorvastatin 20mg,414.4,mumbai,singapore,3896.2,sea,173.7,2,32.8,23.2,Autumn,3.37,0.679,active,170.3,0
SHP-00762,cool,Trastuzumab (Herceptin),2000.0,dubai_airport,kaohsiung,6543.2,rail,89.9,2,30.9,23.2,Spring,2.53,0.902,active,132.3,0
SHP-00763,cool,Hepatitis B Vaccine,69.4,frankfurt_airport,dubai_port,4845.0,sea,225.1,2,23.5,13.8,Spring,4.33,0.904,active,199.0,0
SHP-00764,crt,Ibuprofen 400mg,10.0,hong_kong,marseille,9753.5,sea,455.4,2,25.4,15.4,Summer,1.66,0.757,active,150.3,0
SHP-00765,crt,Lisinopril 10mg,171.2,port_klang,brussels,10236.4,sea,427.1,3,4.4,-5.5,Winter,3.32,0.881,active,147.0,0
SHP-00766,crt,Omeprazole 20mg,25.1,schiphol,houston,8067.2,sea,395.9,3,15.9,7.1,Winter,1.53,0.825,active,225.8,0
SHP-00767,ultracold,mRNA Influenza Vaccine NG,41.0,dubai_airport,antwerp,5164.6,sea,208.1,3,21.5,13.1,Autumn,0.49,0.898,active,150.1,1
